"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IDPNX265","journalArticle","2023","Pfützner, H; Shilyashki, G; Bengtsson, C; Huber, E","Practical Aspects of Instantaneous Magnetization Power Functions of Silicon Iron Laminations","JOURNAL OF ELECTRICAL ENGINEERING & TECHNOLOGY","","1975-0102","10.1007/s42835-022-01265-2","","Magnetic energy loss P of SiFe steel represents a key factor for the efficiency of soft magnetic machine cores. Traditionally, they are operated with 50 Hz (or 60 Hz), a frequency value that yields rather balanced portions of hysteresis loss and eddy current loss. In equivalent circuits of transformers, P tends to be represented by a magnetic power resistance R-M, as a constant. For the most important case of sinusoidal induction B of 50 Hz, this would correspond to an instantaneous magnetization power function p(t) that is sinusoidal as well, however, with 100 Hz (or 120 Hz). On the other hand, from complex, non-linear mechanisms of hysteresis, it is obvious that p(t) should be strongly non-sinusoidal, even for exactly sinusoidal B(t). So far, almost all corresponding instantaneous investigations were restricted to calculated modelling of loss portions and transient modelling. On the other hand, for the first time, the present study was focussed on functions p(t) as measured at IEC-standardized samples of industrially relevant steel. Practical evaluations are discussed with respect to the revealed ""history"" of magnetization processes, as well as for product characterization. For these tasks, a novel digitized ""Low-mass Single Sheet Tester"" was developed that was applied for both non-oriented steel (NO) and grain-oriented steel (GO), for 50 Hz. Interpretations proved to be favoured by relating p(t) to total P, according to an instantaneous power ratio. As a result, both steel types revealed strongly non-sinusoidal power functions, with short durations of negative p. Negative p proved to be most pronounced for NO steel, as a measure for the onset of reversible turns of atomic moments. As a consequence, p(t) comprises strong upper harmonics of 200 Hz and even 300 Hz. Based on theoretical considerations, we split p(t) in a dissipative loss power function p(L)(t) and in a potential energy power function p(P)(t). Finally, we used p(t) to determine the corresponding power resistance R-M(t) that proves to be a distinctly nonlinear function as well. It resembles a rectified co-sinus, also exhibiting short negative spikes that reflect the crystallographic dis-orientation of the polycrystalline material.","2023-03","2025-02-26 20:45:05","2025-02-26 20:45:05","","1273-1282","","2","18","","","","","","","","","","English","","","","WOS:000868965600002","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;2<br/>Total Times Cited:&nbsp;&nbsp;2<br/>Cited Reference Count:&nbsp;&nbsp;30</p>","","","Eddy currents; Equivalent circuits; Hysteresis; Instantaneous magnetization power; Loss resistance; Silicon iron; TRANSFORMER MODEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RXJ8EP4J","journalArticle","2025","Benarfa, G; Amamou, A; Kelouwani, S; Hébert, M; Zeghmi, L; Jemei, S","Online health-aware energy management strategy of a fuel cell hybrid autonomous mobile robot under startup-shutdown condition","EXPERT SYSTEMS WITH APPLICATIONS","","0957-4174","10.1016/j.eswa.2024.125943","","In the age of Industry 4.0, the automation of industrial processes is essential for enhancing efficiency, productivity, and flexibility. Autonomous mobile robots are pivotal in this transformation, particularly in material handling and logistics operations within complex industrial environments. Fuel cell hybrid autonomous mobile robots, a type of autonomous mobile robot that functions with hybridization of battery and fuel cell, offer significant advantages in operational efficiency and sustainability. However, the commercialization of these vehicles is impeded by the limited lifespan of fuel cells and the adverse effects of frequent startup-shutdown cycles, which lead to significant fuel cell degradation and reduced operational efficiency. This study addresses these challenges by presenting an innovative, health-aware energy management strategy tailored for fuel cell hybrid autonomous mobile robots. The proposed strategy aims to balance hydrogen consumption with fuel cell degradation through a comprehensive two-step approach. First, the offline module employs digital modeling combined with a Markov Decision Process to generate long-term power profiles. This step includes the use of Dynamic Programming to optimize power distribution, ensuring an efficient energy management strategy. Additionally, a transformer neural network is trained on this optimized data to accurately predict the fuel cell's power output. In the online step, a Model Predictive Control technique is utilized to dynamically track the fuel cell's power output based on real-time predictions from the trained transformer model. This enables the system to adapt to changing operational conditions, maintaining optimal performance and extending the fuel cell's lifespan. Our comparative analysis, based on simulations and experimental tests conducted in a controlled laboratory environment, demonstrates that this approach enhances both fuel cell lifespan and hydrogen efficiency. Specifically, our strategy extends the fuel cell's operational life by 9.5% and achieves a hydrogen consumption of 15.83 g over a 600-s operational cycle, compared to benchmark methods. The novelty of this research lies in its integration of advanced predictive models and control techniques, which collectively optimize the operational efficiency and durability of fuel cell hybrid autonomous mobile robots.","2025-03-25","2025-02-26 20:45:06","2025-02-26 20:45:06","","","","","266","","","","","","","","","","English","","","","WOS:001386242000001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;66</p>","","","Autonomous mobile robot; COST; DEGRADATION; Digital modeling; Energy management strategy; Industry 4.0; LOAD; Model predictive control; PREDICTION; Transformer neural network; VEHICLES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78Z3RM62","journalArticle","2022","Masubuchi, Y; Hashimoto, M; Otsuka, A","SIBYL: A Method for Detecting Similar Binary Functions Using Machine Learning","IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS","","0916-8532","10.1587/transinf.2021EDP7135","","Binary code similarity comparison methods are mainly used to find bugs in software, to detect software plagiarism, and to reduce the workload during malware analysis. In this paper, we propose a method to compare the binary code similarity of each function by using a combination of Control Flow Graphs (CFGs) and disassembled instruction sequences contained in each function, and to detect a function with high similarity to a specified function. One of the challenges in performing similarity comparisons is that different compile-time optimizations and different architectures produce different binary code. The main units for comparing code are instructions, basic blocks and functions. The challenge of functions is that they have a graph structure in which basic blocks are combined, making it relatively difficult to derive similarity. However, analysis tools such as IDA, display the disassembled instruction sequence in function units. Detecting similarity on a function basis has the advantage of facilitating simplified understanding by analysts. To solve the aforementioned challenges, we use machine learning methods in the field of natural language processing. In this field, there is a Transformer model, as of 2017, that updates each record for various language processing tasks, and as of 2021, Transformer is the basis for BERT, which updates each record for language processing tasks. There is also a method called node2vec, which uses machine learning techniques to capture the features of each node from the graph structure. In this paper, we propose SIBYL, a combination of Transformer and node2vec. In SIBYL, a method called Triplet-Loss is used during learning so that similar items are brought closer and dissimilar items are moved away. To evaluate SIBYL, we created a new dataset using open-source software widely used in the real world, and conducted training and evaluation experiments using the dataset. In the evaluation experiments, we evaluated the similarity of binary codes across different architectures using evaluation indices such as Rankl and MRR. The experimental results showed that SIBYL outperforms existing research. We believe that this is due to the fact that machine learning has been able to capture the features of the graph structure and the order of instructions on a function-by-function basis. The results of these experiments are presented in detail, followed by a discussion and conclusion.","2022-04","2025-02-26 20:45:06","2025-02-26 20:45:06","","755-765","","4","E105D","","","","","","","","","","English","","","","WOS:000790987300002","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;31</p>","","","binary code; function; machine learning; NLP; similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BJKHGD4","journalArticle","2024","Buehler, MJ","Generative Retrieval-Augmented Ontologic Graph and Multiagent Strategies for Interpretive Large Language Model-Based Materials Design","ACS ENGINEERING AU","","2694-2488","10.1021/acsengineeringau.3c00058","","Transformer neural networks show promising capabilities, in particular for uses in materials analysis, design, and manufacturing, including their capacity to work effectively with human language, symbols, code, and numerical data. Here, we explore the use of large language models (LLMs) as a tool that can support engineering analysis of materials, applied to retrieving key information about subject areas, developing research hypotheses, discovery of mechanistic relationships across disparate areas of knowledge, and writing and executing simulation codes for active knowledge generation based on physical ground truths. Moreover, when used as sets of AI agents with specific features, capabilities, and instructions, LLMs can provide powerful problem-solution strategies for applications in analysis and design problems. Our experiments focus on using a fine-tuned model, MechGPT, developed based on training data in the mechanics of materials domain. We first affirm how fine-tuning endows LLMs with a reasonable understanding of subject area knowledge. However, when queried outside the context of learned matter, LLMs can have difficulty recalling correct information and may hallucinate. We show how this can be addressed using retrieval-augmented Ontological Knowledge Graph strategies. The graph-based strategy helps us not only to discern how the model understands what concepts are important but also how they are related, which significantly improves generative performance and also naturally allows for injection of new and augmented data sources into generative AI algorithms. We find that the additional feature of relatedness provides advantages over regular retrieval augmentation approaches and not only improves LLM performance but also provides mechanistic insights for exploration of a material design process. Illustrated for a use case of relating distinct areas of knowledge, here, music and proteins, such strategies can also provide an interpretable graph structure with rich information at the node, edge, and subgraph level that provides specific insights into mechanisms and relationships. We discuss other approaches to improve generative qualities, including nonlinear sampling strategies and agent-based modeling that offer enhancements over single-shot generations, whereby LLMs are used to both generate content and assess content against an objective target. Examples provided include complex question answering, code generation, and execution in the context of automated force-field development from actively learned density functional theory (DFT) modeling and data analysis.","2024-01-12","2025-02-26 20:45:06","2025-02-26 20:45:06","","241-277","","2","4","","","","","","","","","","English","","","","WOS:001162334400001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;11<br/>Total Times Cited:&nbsp;&nbsp;12<br/>Cited Reference Count:&nbsp;&nbsp;107</p>","","","biomaterials; FRACTURE; generative autoregressivetransformer; hierarchical; HYPERELASTICITY; language models; materials by design; multiscale modeling; TRANSFORMER MODEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHLE7UCT","journalArticle","2025","Randazzo, V; Caligari, S; Pasero, E; Giustetto, C; Saglietto, A; Bertarello, W; Averbuch, A; Marcus-Kalish, M; Zheludev, V; Gaita, F","A Vision Transformer Model for the Prediction of Fatal Arrhythmic Events in Patients with Brugada Syndrome","SENSORS","","1424-8220","10.3390/s25030824","","Brugada syndrome (BrS) is an inherited electrical cardiac disorder that is associated with a higher risk of ventricular fibrillation (VF) and sudden cardiac death (SCD) in patients without structural heart disease. The diagnosis is based on the documentation of the typical pattern in the electrocardiogram (ECG) characterized by a J-point elevation of >= 2 mm, coved-type ST-segment elevation, and negative T wave in one or more right precordial leads, called type 1 Brugada ECG. Risk stratification is particularly difficult in asymptomatic cases. Patients who have experienced documented VF are generally recommended to receive an implantable cardioverter defibrillator to lower the likelihood of sudden death due to recurrent episodes. However, for asymptomatic individuals, the most appropriate course of action remains uncertain. Accurate risk prediction is critical to avoiding premature deaths and unnecessary treatments. Due to the challenges associated with experimental research on human cardiac tissue, alternative techniques such as computational modeling and deep learning-based artificial intelligence (AI) are becoming increasingly important. This study introduces a vision transformer (ViT) model that leverages 12-lead ECG images to predict potentially fatal arrhythmic events in BrS patients. This dataset includes a total of 278 ECGs, belonging to 210 patients which have been diagnosed with Brugada syndrome, and it is split into two classes: event and no event. The event class contains 94 ECGs of patients with documented ventricular tachycardia, ventricular fibrillation, or sudden cardiac death, while the no event class is composed of 184 ECGs used as the control group. At first, the ViT is trained on a balanced dataset, achieving satisfactory results (89% accuracy, 94% specificity, 84% sensitivity, and 89% F1-score). Then, the discarded no event ECGs are attached to additional 30 event ECGs, extracted by a 24 h recording of a singular individual, composing a new test set. Finally, the use of an optimized classification threshold improves the predictions on an unbalanced set of data (74% accuracy, 95% negative predictive value, and 90% sensitivity), suggesting that the ECG signal can reveal key information for the risk stratification of patients with Brugada syndrome.","2025-02","2025-02-26 20:45:06","2025-02-26 20:45:06","","","","3","25","","","","","","","","","","English","","","","WOS:001419421000001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;55</p>","","","Brugada syndrome; CONSENSUS CONFERENCE; deep learning; DIAGNOSIS; electrocardiogram; GAPS; PATTERN; PROGNOSIS; REPORT EMERGING CONCEPTS; risk stratification; RISK STRATIFICATION; sudden cardiac death; SUDDEN CARDIAC DEATH; vision transformer; WAVE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLM2F7GI","journalArticle","2024","Ma, HY; Ma, XB; Yang, CX; Niu, Q; Gao, T; Liu, CX; Chen, Y","Development and evaluation of a program based on a generative pre-trained transformer model from a public natural language processing platform for efficiency enhancement in post-procedural quality control of esophageal endoscopic submucosal dissection","SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES","","0930-2794","10.1007/s00464-023-10620-x","","Background Post-procedural quality control of endoscopic submucosal dissection (ESD) is emphasized in guidelines. However, this process can be tedious and time-consuming. Recently, a pre-training model called generative pre-trained transformer (GPT) on a public natural language processing platform has emerged and garnered significant attention, whose capabilities align well with the post-procedural quality control process and have the potential to streamline it. Therefore, we developed a simple program utilizing this platform and evaluated its performance. Methods Esophageal ESDs were retrospectively included. The manual quality control process was performed and act as reference standard. GPT's prompt was optimized through multiple iterations. A Python program was developed to automatically submit prompt with pathological report of each ESD procedure and collect quality control information provided by GPT. Its performance on quality control was evaluated with accuracy, precision, recall, and F-1 score. Results 165 cases were involved into the dataset, of which 5 were utilized as the prompt optimization dataset and 160 as the validation dataset. Definitive prompt was achieved through seven iterations. Time spent on the validation dataset by GPT was 13.47 +/- 2.43 min. Accuracies of pathological diagnosis, invasion depth, horizontal margin, vertical margin, vascular invasion, and lymphatic invasion of the quality control program were (0.940, 0.952) (95% CI), (0.925, 0.945) (95% CI), 0.931, 1.0, and 1.0, respectively. Precisions were (0.965, 0.969) (95% CI), (0.934, 0.954) (95% CI), and 0.957 for pathological diagnosis, invasion depth, and horizontal margin, respectively. Recalls were (0.940, 0.952) (95% CI), (0.925, 0.945) (95% CI), and 0.931 for factors as mentioned, respectively. F1-score were (0.945, 0.957) (95% CI), (0.928, 0.948) (95% CI), and 0.941 for factors as mentioned, respectively. Conclusions This quality control program was qualified of post-procedural quality control of esophageal ESDs. GPT can be easily applied to this quality control process and reduce workload of the endoscopists.","2024-03","2025-02-26 20:45:06","2025-02-26 20:45:06","","1264-1272","","3","38","","","","","","","","","","English","","","","WOS:001342605500009","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;31</p>","","","Artificial Intelligence; ARTIFICIAL-INTELLIGENCE; Endoscopic submucosal dissection; Esophagus; GASTRIC-CANCER; Natural language processing; Quality control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHDPUHFP","journalArticle","2023","Alzahrani, SM","ConvAttenMixer: Brain tumor detection and type classification using convolutional mixer with external and self-attention mechanisms","JOURNAL OF KING SAUD UNIVERSITY-COMPUTER AND INFORMATION SCIENCES","","1319-1578","10.1016/j.jksuci.2023.101810","","Attention-based methods have recently demonstrated notable advancements in brain tumor classification. To further advance and strengthen this development, we have developed ConvAttenMixer, a transformer model that incorporates convolutional layers along with two attention mechanisms: self-attention and external attention. The proposed model utilizes two blocks of convolution mixers to effectively process and blend across patches, thereby enhancing the model's ability to capture spatial and channel-wise dependencies in MRI brain images. The self-attention block enables the model to prioritize important regions within the image and establish dependencies by assigning weights to each part based on their relevance to the task. This allows the model to emphasize crucial local features, disregard irrelevant ones, and capture interactions between different patches. On the other hand, the external attention block focuses more on significant global features and captures interactions among different images, enabling the model to establish dependencies and correlations across all samples. The classification head in the proposed model is a simple yet effective block designed to process the output feature maps using a squeeze-and-excitation mechanism, which in turn assigns higher weights to important channels and suppresses less-relevant channels. For experimentation, our ConvAttenMixer model was trained on a dataset consisting of 5712 MRI scans and subsequently tested on 1311 scans for classification into glioma, meningioma, pituitary tumor, and no-tumor images. Different variants of the proposed model were tested and evaluated. The optimally performing architecture was evaluated against the state-of-the-art baselines, namely self-attention MLP, external attention MLP, attention-based pooling convolutional net, and convolutional mixer net. Extensive experiments demonstrated that ConvAttenMixer outperformed the other baselines, which employed either self-attention or external attention mechanisms, while requiring significantly less computational memory. The suggested model exhibited higher precision, recall, and f-measure, achieving the highest accuracy of 0.9794 compared with the baselines' accuracy, which ranged from 0.87 to 0.93. The ConvAttenMixer model demonstrates the ability to operate locally on the patch level using self-attention and globally on the sample level using external attention, as well as prioritize important information on the spatial level and channel level using convolution mixers and the squeeze-and-excitation mechanism.","2023-12","2025-02-26 20:45:06","2025-02-26 20:45:06","","","","10","35","","","","","","","","","","English","","","","WOS:001105442200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;11<br/>Total Times Cited:&nbsp;&nbsp;11<br/>Cited Reference Count:&nbsp;&nbsp;69</p>","","","Brain tumor classification; Convolutional mixer; External attention; SEGMENTATION; Self-attention; Transformer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9W958ZC","journalArticle","2021","Lin, Y; Yang, B; Li, LC; Guo, DY; Zhang, JW; Chen, H; Zhang, Y","ATCSpeechNet: A multilingual end-to-end speech recognition framework for air traffic control systems","APPLIED SOFT COMPUTING","","1568-4946","10.1016/j.asoc.2021.107847","","In this paper, a multilingual end-to-end framework, called ATCSpeechNet, is proposed to tackle the issue of translating communication speech into human-readable text in air traffic control (ATC) sys-tems. In the proposed framework, we focus on integrating multilingual automatic speech recognition (ASR) into one model, in which an end-to-end paradigm is developed to convert speech waveforms into text directly, without any feature engineering or lexicon. To compensate the deficiency of handcrafted feature engineering caused by ATC challenges, including multilingual, multispeaker dialog and unstable speech rates, a speech representation learning (SRL) network is proposed to capture robust and discriminative speech representations from raw waves. The self-supervised training strategy is adopted to optimize the SRL network from unlabeled data, and to further predict the speech features, i.e., wave-to-feature. An end-to-end architecture is improved to complete the ASR task, in which a grapheme-based modeling unit is applied to address the multilingual ASR issue. Facing the problem of small transcribed samples in the ATC domain, an unsupervised approach with mask prediction is applied to pretrain the backbone network of the ASR model on unlabeled data by a feature-to -feature process. Finally, by integrating the SRL with ASR, an end-to-end multilingual ASR framework is formulated in a supervised manner, which is able to translate the raw wave into text in one model, i.e., wave-to-text. Experimental results on the ATCSpeech corpus demonstrate that the proposed approach achieves high performance with a very small labeled corpus and less resource consumption, only a 4.20% label error rate on the 58-hour transcribed corpus. Compared to the baseline model, the proposed approach obtains over 100% relative performance improvement which can be further enhanced with increasing size of the transcribed samples. It is also confirmed that the proposed SRL and training strategies make significant contributions to improving the final performance. In addition, the effectiveness of the proposed framework is also validated on common corpora (AISHELL, LibriSpeech, and cv-fr). More importantly, the proposed multilingual framework not only reduces the system complexity but also obtains higher accuracy compared to that of the independent monolingual ASR models. The proposed approach can also greatly reduce the cost of annotating samples, which benefits to advance the ASR technique to industrial applications. (C) 2021 Published by Elsevier B.V.","2021-11","2025-02-26 20:45:06","2025-02-26 20:45:06","","","","","112","","","","","","","","","","English","","","","WOS:000724547700001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;18<br/>Total Times Cited:&nbsp;&nbsp;19<br/>Cited Reference Count:&nbsp;&nbsp;47</p>","","","Air traffic control; End-to-end; KNOWLEDGE; MODELS; Multilingual; NEURAL-NETWORKS; Pretraining; Representation learning; Small samples; Speech recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPKH4EM6","journalArticle","2024","Sonmez, YÜ; Varol, A","In-depth investigation of speech emotion recognition studies from past to present -The importance of emotion recognition from speech signal for AI-","INTELLIGENT SYSTEMS WITH APPLICATIONS","","2667-3053","10.1016/j.iswa.2024.200351","","In the super smart society (Society 5.0), new and rapid methods are needed for speech recognition, emotion recognition, and speech emotion recognition areas to maximize human-machine or human-computer interaction and collaboration. Speech signal contains much information about the speaker, such as age, sex, ethnicity, health condition, emotion, and thoughts. The field of study which analyzes the mood of the person from the speech is called speech emotion recognition (SER). Classifying the emotions from the speech data is a complicated problem for artificial intelligence, and its sub-discipline, machine learning. Because it is hard to analyze the speech signal which contains various frequencies and characteristics. Speech data are digitized with signal processing methods and speech features are obtained. These features vary depending on the emotions such as sadness, fear, anger, happiness, boredom, confusion, etc. Even though different methods have been developed for determining the audio properties and emotion recognition, the success rate varies depending on the languages, cultures, emotions, and data sets. In speech emotion recognition, there is a need for new methods which can be applied in data sets with different sizes, which will increase classification success, in which best properties can be obtained, and which are affordable. The success rates are affected by many factors such as the methods used, lack of speech emotion datasets, the homogeneity of the database, the difficulty of the language (linguistic differences), the noise in audio data and the length of the audio data. Within the scope of this study, studies on emotion recognition from speech signals from past to present have been analyzed in detail. In this study, classification studies based on a discrete emotion model using speech data belonging to the Berlin emotional database (EMODB), Italian emotional speech database (EMOVO), The Surrey audio-visual expressed emotion database (SAVEE), Ryerson Audio-Visual Database of Emotional Speech and Song Database (RAVDESS), which are mostly independent of the speaker and content, are examined. The results of both classical classifiers and deep learning methods are compared. Deep learning results are more successful, but classical classification is more important in determining the defining features of speech, song or voice. So It develops feature extraction stage. This study will be able to contribute to the literature and help the researchers in the SER field.","2024-06","2025-02-26 20:45:06","2025-02-26 20:45:06","","","","","22","","","","","","","","","","English","","","","WOS:001306336500001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;3<br/>Total Times Cited:&nbsp;&nbsp;3<br/>Cited Reference Count:&nbsp;&nbsp;112</p>","","","AMPLITUDE; Artificial intelligence; CLASSIFICATION; CLASSIFIERS; DEPRESSION; INDUCED STRESS; LEVEL; MACHINE; Machine-learning methods; SPECTRAL FEATURES; Speech emotion recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQUBUYGU","journalArticle","2021","Pevy, N; Christensen, H; Walker, T; Reuber, M","Feasibility of using an automated analysis of formulation effort in patients' spoken seizure descriptions in the differential diagnosis of epileptic and nonepileptic seizures","SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","","1059-1311","10.1016/j.seizure.2021.06.009","","Objective: There are three common causes of Transient Loss of Consciousness (TLOC), syncope, epileptic and psychogenic nonepileptic seizures (PNES). Many individuals who have experienced TLOC initially receive an incorrect diagnosis and inappropriate treatment. Whereas syncope can be distinguished relatively easily with a small number of ""yes""/""no"" questions, the differentiation of the other two causes of TLOC is more challenging. Previous qualitative research based on the methodology of Conversation Analysis has demonstrated that the descriptions of epileptic seizures contain more formulation effort than accounts of PNES. This research investigates whether features likely to reflect the level of formulation effort can be automatically elicited from audio recordings and transcripts of speech and used to differentiate between epileptic and nonepileptic seizures. Method: Verbatim transcripts of conversations between patients and neurologists were manually produced from video and audio recordings of 45 interactions (21 epilepsy and 24 PNES). The subsection of each transcript containing the person's account of their first seizure was manually extracted for the analysis. Seven automatically detectable features were designed as markers of formulation effort. These features were used to train a Random Forest machine learning classifier. Result: There were significantly more hesitations and repetitions in descriptions of epileptic than nonepileptic seizures. Using a nested leave-one-out cross validation approach, 71% of seizures were correctly classified by the Random Forest classifier. Discussion: This pilot study provides proof of principle that linguistic features that have been automatically extracted from audio recordings and transcripts could be used to distinguish between epileptic seizures and PNES and thereby contribute to the differential diagnosis of TLOC. Future research should explore whether additional observations can be incorporated into a diagnostic stratification tool and compare the performance of these features when they are combined with additional information provided by patients and witnesses about seizure manifestations and medical history.","2021-10","2025-02-26 20:45:06","2025-02-26 20:45:06","","141-145","","","91","","","","","","","","","","English","","","","WOS:000696706100023","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;14<br/>Total Times Cited:&nbsp;&nbsp;15<br/>Cited Reference Count:&nbsp;&nbsp;32</p>","","","Classification; CONVERSATION ANALYSIS; Diagnosis; DISORDERS; Epilepsy; Natural language processing; Nonepileptic seizures; PATIENTS ACCOUNTS; PNES; Speech analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
