"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"896DPTFY","journalArticle","2022","Wu, BJ; Cai, WJ; Cheng, FY; Chen, HR","Simultaneous-fault diagnosis considering time series with a deep learning transformer architecture for air handling units","ENERGY AND BUILDINGS","","0378-7788","10.1016/j.enbuild.2021.111608","","An advanced deep learning-based method that employs transformer architecture is proposed to diagnose the simultaneous faults with time-series data. This method can be directly applied to transient data while maintaining the accuracy without a steady-state detector so that the fault can be diagnosed in its early stage. The transformer architecture adopts a novel multi-head attention mechanism without involving any convolutional and recurrent layers as in conventional deep learning methods. The model has been verified by an on-site air handling unit with 6 single-fault cases, 7 simultaneous-fault cases, and normal operating conditions with satisfactory performances of test accuracy of 99.87%, Jaccard score of 99.94%, and F1 score of 99.95%. Besides, the attention distribution reveals the correlations between features to the corresponding fault. It is found that the length of the sliding window is key to the model performance, and a trade-off is made for the window length between the model performance and the diagnosis time. Based on the similar idea, another sequence-to-vector model based on the gated recurrent unit (GRU) is proposed and benchmarked with the transformer model. The results show that the transformer model outperforms the GRU model with a better Jaccard score and F1 score in less training time. (C) 2021 Published by Elsevier B.V.","2022-02-15","2025-02-26 20:39:12","2025-02-26 20:39:12","","","","","257","","","","","","","","","","English","","","","WOS:000754679300004","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;26<br/>Total Times Cited:&nbsp;&nbsp;27<br/>Cited Reference Count:&nbsp;&nbsp;38</p>","","","AHU; Air handling unit; Attention mechanism; Deep learning method; Fault diagnosis; MULTIPLE SIMULTANEOUS FAULTS; STRATEGY; SYSTEM; Transformer architecture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIR6ZJER","journalArticle","2025","Li, TY; Xu, M; Liu, Z; Chen, Y; Li, K","A Deep Transformer-Based Fast CU Partition Approach for Inter-Mode VVC","IEEE TRANSACTIONS ON IMAGE PROCESSING","","1057-7149","10.1109/TIP.2025.3533204","","The latest versatile video coding (VVC) standard proposed by the Joint Video Exploration Team (JVET) has significantly improved coding efficiency compared to that of its predecessor, while introducing an extremely higher computational complexity by 6 similar to 26 times. The quad-tree plus multi-type tree (QTMT)-based coding unit (CU) partition accounts for most of the encoding time in VVC encoding. This paper proposes a data-driven fast CU partition approach based on an efficient Transformer model to accelerate VVC inter-coding. First, we establish a large-scale database for inter-mode VVC, comprising diverse CU partition patterns from more than 800 raw video sequences across various resolutions and contents. Next, we propose a deep neural network model with a Transformer-based temporal topology for predicting the CU partition, named as TCP-Net, which is adaptive to the group of pictures (GOP) hierarchy in VVC. Then, we design a two-stage structured output for TCP-Net, reflecting both the locations of CU edges and the split modes of all possible CUs. Accordingly, we develop a dual-supervised optimization mechanism to train the TCP-Net model with improved accuracy. The experimental results have verified that our approach can reduce the encoding time by 46.89 similar to 55.91 % with negligible rate-distortion (RD) degradation, outperforming other state-of-the-art approaches.","2025","2025-02-26 20:39:12","2025-02-26 20:39:12","","1133-1148","","","34","","","","","","","","","","English","","","","WOS:001422000700004","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;67</p>","","","coding unit (CU); complexity reduction; Correlation; quad-tree plus multi-type tree (QTMT); transformer model; Versatile video coding (VVC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SB2RNSBN","journalArticle","2023","Mao, HY; Liu, ZY; Qiu, C; Huang, Y; Tan, JR","Prescriptive maintenance for complex products with digital twin considering production planning and resource constraints","MEASUREMENT SCIENCE AND TECHNOLOGY","","0957-0233","10.1088/1361-6501/aced5f","","Maintenance is a critical aspect of complex products through entire life cycle, often requiring coordination of production planning and available resources, while previous studies appear to have rarely addressed. With this in mind, this paper presents a prescriptive maintenance framework based on digital twins (DTs) for reducing operational risk and maintenance costs of complex equipment clusters. Virtual entities are firstly constructed for each single asset in multiple dimensions, which use real-time or historical sensing data collected from the physical entities to predict the corresponding remaining useful life (RUL). Then such RUL information is incorporated into a stochastic programming model with chance constraints to enable dynamic decision making. In particular, a risk-based optimization model is formulated to take full account of the physical distances between facilities and production gaps. Further, a dual-sense pyramidal transformer model is proposed to sense important details of data in both time and space while capturing temporal dependencies at different scales. Compared to existing data-driven approaches, the proposed DT-based alternative achieves dynamic real-time interaction between physical and virtual units driven by both models and data, while virtual verification based on high-fidelity models ensures high reliability of maintenance decisions, which has also been validated in an aero-engine maintenance case study.","2023-12-01","2025-02-26 20:39:13","2025-02-26 20:39:13","","","","12","34","","","","","","","","","","English","","","","WOS:001054281300001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;8<br/>Total Times Cited:&nbsp;&nbsp;8<br/>Cited Reference Count:&nbsp;&nbsp;62</p>","","","digital twin; HEALTH MANAGEMENT; MODEL; NEURAL-NETWORK; prescriptive maintenance; PROGNOSTICS; pyramid transformer model; remaining useful life prediction; risk-based stochastic optimization; USEFUL LIFE PREDICTION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LQ5JM94","journalArticle","2024","Lan, YX; Xu, X; Fang, Q; Hao, JY","Sample Efficient Deep Reinforcement Learning With Online State Abstraction and Causal Transformer Model Prediction","IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS","","2162-237X","10.1109/TNNLS.2023.3296642","","Deep reinforcement learning (RL) typically requires a tremendous number of training samples, which are not practical in many applications. State abstraction and world models are two promising approaches for improving sample efficiency in deep RL. However, both state abstraction and world models may degrade the learning performance. In this article, we propose an abstracted model-based policy learning (AMPL) algorithm, which improves the sample efficiency of deep RL. In AMPL, a novel state abstraction method via multistep bisimulation is first developed to learn task-related latent state spaces. Hence, the original Markov decision processes (MDPs) are compressed into abstracted MDPs. Then, a causal transformer model predictor (CTMP) is designed to approximate the abstracted MDPs and generate long-horizon simulated trajectories with a smaller multistep prediction error. Policies are efficiently learned through these trajectories within the abstracted MDPs via a modified multistep soft actor-critic algorithm with a lambda-target. Moreover, theoretical analysis shows that the AMPL algorithm can improve sample efficiency during the training process. On Atari games and the DeepMind Control (DMControl) suite, AMPL surpasses current state-of-the-art deep RL algorithms in terms of sample efficiency. Furthermore, DMControl tasks with moving noises are conducted, and the results demonstrate that AMPL is robust to task-irrelevant observational distractors and significantly outperforms the existing approaches.","2024-11","2025-02-26 20:39:13","2025-02-26 20:39:13","","16574-16588","","11","35","","","","","","","","","","English","","","","WOS:001051250000001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;5<br/>Total Times Cited:&nbsp;&nbsp;5<br/>Cited Reference Count:&nbsp;&nbsp;50</p>","","","Causal transformer; Computational modeling; feature representation; Heuristic algorithms; model-based reinforcement learning (MBRL); Prediction algorithms; Predictive models; state abstraction; Task analysis; Training; Transformers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNCKS93L","journalArticle","2024","Yang, K; Ding, YL; Jiang, HC; Zhang, Y; Zou, ZB","Deep learning-based bridge damage identification approach inspired by internal force redistribution effects","STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL","","1475-9217","10.1177/14759217231176050","","Damage identification has always been one of the core functions of bridge structural health monitoring (SHM) systems. Damage identification techniques based on deep learning (DL) approaches have shown great promise recently. However, DL methods still need to be improved owing to their poor interpretability and generalization performance. The fundamental reason lies in the separation between physics-based mechanical principles and data-driven DL methods. To address this issue, this paper proposes a physics-inspired approach combining the data-driven method and the internal force redistribution effects to perform efficient damage identification. Firstly, the mechanical derivation of internal force redistribution is given based on a simplified three-span continuous bridge. Then, two types of typical damage scenarios including segment stiffness decrease and prestress loss are simulated to formulate the damage dataset with monitored field data noise added. Next, a modified Transformer model with multi-dimensional output is trained to obtain the complex dynamic spatiotemporal mapping among multiple measurement points from the intact structure as a benchmark model. Finally, the relationship between multiple damage patterns and the corresponding output regression residual distribution is studied, based on which the flexible combinations of the sensors are proposed as the test set to characterize the internal force redistribution due to damage. Validation on the extended dataset showed that this approach is effective to realize preliminary identification of damage patterns and resist interference from noise at the monitoring site.","2024-03","2025-02-26 20:39:13","2025-02-26 20:39:13","","714-732","","2","23","","","","","","","","","","English","","","","WOS:001001719200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;4<br/>Total Times Cited:&nbsp;&nbsp;4<br/>Cited Reference Count:&nbsp;&nbsp;45</p>","","","damage identification; FRAMEWORK; internal force redistribution; KNOWLEDGE; pattern recognition; PATTERN-RECOGNITION; SHM; transformer model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES2NAKC9","journalArticle","2023","Xi, N; Yang, Q; Sun, YJ; Mei, G","Machine Learning Approaches for Slope Deformation Prediction Based on Monitored Time-Series Displacement Data: A Comparative Investigation","APPLIED SCIENCES-BASEL","","2076-3417","10.3390/app13084677","","Slope deformation prediction is one of the critical factors in the early warning of slope failure. Establishing an accurate slope deformation prediction model is important. Time-series displacement data of slopes directly reflect the deformation characteristics and stability properties of slopes. The use of existing data analysis approaches, such as statistical methods and machine learning algorithms, to establish a reasonable and accurate prediction model based on the monitored time-series displacement data is a common solution to slope deformation prediction. In this paper, we conduct a comparative investigation of machine learning approaches for slope deformation prediction based on monitored time-series displacement data. First, we established eleven slope deformation prediction models based on the time-series displacement data obtained from seven in situ monitoring points of the Huanglianshu landslide using machine learning approaches. Second, four evaluation metrics were used to comparatively analyze the prediction performance of all models at each monitoring point. The experimental results of the Huanglianshu landslide indicated that the long-short-term memory (LSTM) model with an attention mechanism and the transformer model achieved the highest prediction accuracy. The comparative analysis of model characteristics suggested that the Transformer model is better adapted to predict nonlinear landslide displacements that are affected by multiple factors. The drawn conclusion could help select a suitable slope deformation model for early landslide warnings.","2023-04","2025-02-26 20:39:13","2025-02-26 20:39:13","","","","8","13","","","","","","","","","","English","","","","WOS:000977475600001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;9<br/>Total Times Cited:&nbsp;&nbsp;10<br/>Cited Reference Count:&nbsp;&nbsp;46</p>","","","LANDSLIDE DISPLACEMENT; long-short-term memory (LSTM); machine learning; MODELS; slope deformation; time-series data; transformer; TRANSFORMER; WIND-SPEED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVZQGICT","journalArticle","2023","Niculescu, O","Acoustic Correlates of Filler Particles in Romanian Connected Speech","PHILOLOGICA JASSYENSIA","","1841-5377","10.60133/PJ.2023.2.05","","This paper explores a lesser studied topic in Romanian linguistic research related to the acoustic features (duration, pitch, F1/F2 values) and pragmatic functions of filler particles, often referred to as '' filled pauses '', in spontaneous speech. From a theoretical perspective, we align our analysis with the recent definition proposed by Belz (2023), where '' a phonetic exponent which is segmentally structured, semantically empty, syntactically unconstrained, and does not show an interjectional function is classified as a filler particle ''. Moreover, as a way to reinforce the idea that filler particles are, from a phonetic perspective, extra-pausal phenomena, we classified fillers in terms of their positioning relative to the silent pause (i.e., pre-pausal, post-pausal, inter-pausal and concatenated). Prior to carrying out extensive quantitative analyses of filler particles on Romanian data, in this article we proposed performing an initial qualitative exploration of fillers in connected speech based on the Ro-Phon corpus. Our results reveal that: ( 1) the prototypical filler particle outputs in Romanian are vocalic (/partial derivative,i/), vocalic-nasal (/partial derivative m/) and nasal (/m/), (2) the length of the pause preceding a filler particle is systematically longer than the pause following it, (3) inter-pausal filler particles display the longest average duration while concatenated fillers were the shortest in our data, (4) in terms of formant frequencies, there is a greater degree of movement along the F1 axis compared to the average F2 frequencies extracted from both vocalic and vocalic-nasal tokens, indicative of an acoustic continuum present within the central vowels /i/ and /partial derivative/, (5) all fillers display a low, flat f0 contour, with a similar frequency as that of neighbouring phones, and that (6) filler particles perform various and often cumulative discursive roles, ranging from a cognitive function (indicative of planning processes), marker of a repair (self-initiated, content-based repairs), to a discourse management function used to signal upcoming new (sensitive) information within the narrative sequence. Future studies aim at extending the data and performing in-depth quantitative analyses related to duration, frequency distribution, voice and vowel quality of filler particles in non-pathological native and non-native Romanian speech data.","2023","2025-02-26 20:39:13","2025-02-26 20:39:13","","71-87","","2","19","","","","","","","","","","English","","","","WOS:001182421100006","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;56</p>","","","filler particle; MARKERS; phonetic exponents; Romanian spontaneous speech; UM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KX4A4GVI","journalArticle","2022","Msigwa, SS; Li, Y; Cheng, XL; Cao, F","Combining electroacupuncture and transcranial direct current stimulation as an adjuvant therapy enhances spontaneous conversation and naming in subacute vascular aphasia: A retrospective analysis","JOURNAL OF INTEGRATIVE MEDICINE-JIM","","2095-4964","10.1016/j.joim.2022.03.002","","Objective: Emerging evidence shows the effectiveness of speech and language therapy (SLT); however, precise therapeutic parameters remain unclear. Evidence for the use of adjunctive transcranial direct current stimulation (tDCS) to treat post-stroke aphasia (PSA) is promising; however, the utility of combining tDCS and electroacupuncture (EA) has not yet been analyzed. This study assessed the therapeutic consequences of EA and tDCS coupled with SLT in subacute PSA patients who were also undergoing hyperbaric oxygen therapy (HBOT). Methods: A retrospective analysis was conducted on subacute (< 6 months) PSA patients who were divided into three groups: patients who received EA plus tDCS (acupuncture group), patients who underwent tDCS (tDCS group), and patients who experienced conventional therapy (HBOT + SLT). All subjects underwent 21 days of treatment and also received conventional treatment. The aphasia battery of Chinese (ABC) was used to score pre- and post-intervention status. Results: The analysis comprised 238 patients. Cerebral infarction was the most frequent stroke type (137 [57.6%]), while motor (66 [27.7%]) and global aphasia (60 [25.2%]) were the most common types of aphasia. After 21 days of intervention, the ABC scores of all patients were improved. The acupuncture group had the highest ABC scores, but only repetition, naming, and spontaneous speech were statistically improved (P < 0.01). Post-hoc tests revealed significant improvement in word retrieval in the acupuncture and tDCS groups (P < 0.01, P = 0.037), while the acupuncture group had additional significant improvement in spontaneous conversation (P < 0.01). Conclusion: Combining acupuncture and tDCS as an adjuvant therapy for subacute PSA led to significant spontaneous speech and word retrieval improvements. Future prospective, multi-ethnic, multi-center trials are warranted. Please cite this article as: Msigwa SS, Li Y, Cheng XL, Cao F. Combining electroacupuncture and transcranial direct current stimulation as an adjuvant therapy enhances spontaneous conversation and naming in subacute vascular aphasia: A retrospective analysis. J Integr Med. 2022; 20(3): 244-251. (c) 2022 Shanghai Yueyang Hospital Affiliated to Shanghai University of Traditional Chinese Medicine. Published by Elsevier B.V. All rights reserved.","2022-05","2025-02-26 20:39:13","2025-02-26 20:39:13","","244-251","","3","20","","","","","","","","","","English","","","","WOS:000911807200008","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;3<br/>Total Times Cited:&nbsp;&nbsp;3<br/>Cited Reference Count:&nbsp;&nbsp;64</p>","","","Acupuncture; Aphasia; Electroacupuncture; FMRI; GUIDELINES; HEALTHY; HYPERBARIC-OXYGEN; NONINVASIVE BRAIN-STIMULATION; RECOVERY; REHABILITATION; Speech therapy; STROKE; Stroke rehabilitation; TDCS; TONGLI HT 5; Transcranial direct current stimulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VSX65HD","journalArticle","2024","Gogoi, P; Sarmah, P; Prasanna, SRM","Cross-linguistic rhythm analysis of Mising and Assamese","ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING","","2375-4699","10.1145/3694785","","The objective of the current study is to explore a quantitative frequency domain technique to evaluate rhythm in spontaneous speech data of 19 native speakers of Mising and Assamese, two low-resourced languages spoken in Assam, North-East India. The concept of analyzing speech rhythm using amplitude modulation (AM) low-frequency (LF) spectrum, also known as rhythm formant analysis (RFA), is initially put forth by Gibbon and Li [17]. We propose three features from rhythm formants of the LF spectrum and also explore discrete cosine transform (DCT)-based characterization of the retrieved LF spectrum. We aim to distinguish the rhythm of Assamese and two Mising dialects, namely Pagro and Delu, with the aid of machine learning techniques fed with the derived features as input. We have observed that the features are efficient in classifying Assamese vs Pagro and Assamese vs Delu with an accuracy of 92.73% and 91.15%, respectively. The experimental analysis further reveals that Assamese is rhythmically closer to Delu than Pagro.","2024-10","2025-02-26 20:39:13","2025-02-26 20:39:13","","","","10","23","","","","","","","","","","English","","","","WOS:001365838100001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;41</p>","","","assamese; formants; METRICS; mising; Rhythm; SPEECH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WALVPRI6","journalArticle","2025","Tang, J; Ma, EX; Qu, Y; Gao, WB; Zhang, YC; Gan, L","UAPT: an underwater acoustic target recognition method based on pre-trained Transformer","MULTIMEDIA SYSTEMS","","0942-4962","10.1007/s00530-024-01614-3","","The Convolutional Neural Network (CNN) model in underwater acoustic target recognition (UATR) research reveals limitations arising from its inability to capture long-distance dependencies, impeding its capacity to focus on global information within the underwater acoustic signal. In contrast, the Transformer model has progressively emerged as the optimal choice in various studies, owing to its exclusive dependence on the attention mechanism for extracting global features from input data. Limited research utilizing the Transformer model in UATR has relied on an early ViT model, while in this paper, two refined Transformer models, namely Swin Transformer and Biformer, are adopted as the foundational networks, and a novel Swin Biformer model is proposed by harnessing the strengths of the two. Experimental results demonstrate the consistent superiority of the three models over CNN and ViT in UATR, and the Swin Biformer model remarkably attains the highest recognition accuracy of 94.3% evaluated on a dataset constructed from the Deepship database. At the same time, this paper proposes a UATR method based on pre-trained Transformer, the effectiveness of which is underscored by experimental findings as a recognition accuracy of approximately 97% was achieved on a generalized dataset derived from the Shipsear database. Even with limited data samples and more stringent classification requirements, the method maintains a recognition accuracy of over 90%, all while significantly reducing the training duration.","2025-02","2025-02-26 20:39:13","2025-02-26 20:39:13","","","","1","31","","","","","","","","","","English","","","","WOS:001391651000002","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;44</p>","","","Deep learning; MODEL; Pre-train; Transfer learning; Transformer; Underwater acoustic target recognition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
